class_name,original_filename,flipped_filename,type
n01688243,sketch_25.JPEG,sketch_47.JPEG,symmetry
n01688243,sketch_26.JPEG,sketch_4.JPEG,horizontal
n01688243,sketch_26.JPEG,sketch_48.JPEG,symmetry
n01688243,sketch_29.JPEG,sketch_7.JPEG,horizontal
n01688243,sketch_30.JPEG,sketch_8.JPEG,origin
n01688243,sketch_31.JPEG,sketch_9.JPEG,horizontal
n01694178,sketch_0.JPEG,sketch_35.JPEG,horizontal
n01694178,sketch_15.JPEG,sketch_50.JPEG,horizontal
n01694178,sketch_2.JPEG,sketch_37.JPEG,horizontal
n01694178,sketch_40.JPEG,sketch_5.JPEG,horizontal
n01694178,sketch_41.JPEG,sketch_6.JPEG,horizontal
n01695060,sketch_10.JPEG,sketch_39.JPEG,horizontal
n01695060,sketch_12.JPEG,sketch_41.JPEG,horizontal
n01695060,sketch_13.JPEG,sketch_42.JPEG,horizontal
n01695060,sketch_16.JPEG,sketch_45.JPEG,horizontal
n01695060,sketch_18.JPEG,sketch_47.JPEG,horizontal
n01695060,sketch_19.JPEG,sketch_48.JPEG,horizontal
n01695060,sketch_3.JPEG,sketch_32.JPEG,horizontal
n01695060,sketch_33.JPEG,sketch_4.JPEG,horizontal
n01695060,sketch_35.JPEG,sketch_6.JPEG,horizontal
n01697457,sketch_1.JPEG,sketch_44.JPEG,horizontal
n01697457,sketch_4.JPEG,sketch_47.JPEG,horizontal
n01698640,sketch_13.JPEG,sketch_44.JPEG,horizontal
n01698640,sketch_16.JPEG,sketch_47.JPEG,horizontal
n01698640,sketch_17.JPEG,sketch_48.JPEG,origin
n01698640,sketch_18.JPEG,sketch_49.JPEG,horizontal
n01698640,sketch_19.JPEG,sketch_50.JPEG,horizontal
n01698640,sketch_35.JPEG,sketch_4.JPEG,horizontal
n01698640,sketch_37.JPEG,sketch_6.JPEG,horizontal
n01698640,sketch_38.JPEG,sketch_7.JPEG,horizontal
n01728572,sketch_1.JPEG,sketch_31.JPEG,vertical
n01728572,sketch_10.JPEG,sketch_25.JPEG,origin
n01728572,sketch_10.JPEG,sketch_40.JPEG,origin
n01728572,sketch_11.JPEG,sketch_26.JPEG,horizontal
n01728572,sketch_12.JPEG,sketch_27.JPEG,horizontal
n01728572,sketch_14.JPEG,sketch_29.JPEG,horizontal
n01728572,sketch_14.JPEG,sketch_44.JPEG,vertical
n01728572,sketch_18.JPEG,sketch_48.JPEG,origin
n01728572,sketch_19.JPEG,sketch_4.JPEG,horizontal
n01728572,sketch_20.JPEG,sketch_35.JPEG,symmetry
n01728572,sketch_20.JPEG,sketch_50.JPEG,vertical
n01728572,sketch_21.JPEG,sketch_36.JPEG,symmetry
n01728572,sketch_21.JPEG,sketch_6.JPEG,horizontal
n01728572,sketch_24.JPEG,sketch_9.JPEG,origin
n01728572,sketch_28.JPEG,sketch_43.JPEG,origin
n01729322,sketch_10.JPEG,sketch_31.JPEG,horizontal
n01729322,sketch_12.JPEG,sketch_33.JPEG,horizontal
n01729322,sketch_16.JPEG,sketch_37.JPEG,horizontal
n01729322,sketch_17.JPEG,sketch_38.JPEG,origin
n01729322,sketch_18.JPEG,sketch_39.JPEG,horizontal
n01729322,sketch_2.JPEG,sketch_23.JPEG,horizontal
n01729322,sketch_21.JPEG,sketch_42.JPEG,symmetry
n01729322,sketch_22.JPEG,sketch_43.JPEG,origin
n01729322,sketch_26.JPEG,sketch_47.JPEG,symmetry
n01729322,sketch_28.JPEG,sketch_7.JPEG,horizontal
n01729322,sketch_29.JPEG,sketch_50.JPEG,symmetry
n01729322,sketch_48.JPEG,sketch_6.JPEG,vertical
n01735189,sketch_11.JPEG,sketch_41.JPEG,horizontal
n01735189,sketch_12.JPEG,sketch_22.JPEG,symmetry
n01735189,sketch_12.JPEG,sketch_42.JPEG,horizontal
n01735189,sketch_13.JPEG,sketch_23.JPEG,symmetry
n01735189,sketch_13.JPEG,sketch_3.JPEG,horizontal
n01735189,sketch_13.JPEG,sketch_33.JPEG,vertical
n01735189,sketch_13.JPEG,sketch_43.JPEG,horizontal
n01735189,sketch_14.JPEG,sketch_34.JPEG,vertical
n01735189,sketch_14.JPEG,sketch_4.JPEG,horizontal
n01735189,sketch_16.JPEG,sketch_36.JPEG,vertical
n01735189,sketch_16.JPEG,sketch_46.JPEG,horizontal
n01735189,sketch_16.JPEG,sketch_6.JPEG,horizontal
n01735189,sketch_17.JPEG,sketch_27.JPEG,symmetry
n01735189,sketch_17.JPEG,sketch_7.JPEG,horizontal
n01735189,sketch_18.JPEG,sketch_28.JPEG,symmetry
n01735189,sketch_18.JPEG,sketch_38.JPEG,vertical
n01735189,sketch_18.JPEG,sketch_48.JPEG,horizontal
n01735189,sketch_30.JPEG,sketch_40.JPEG,origin
n01735189,sketch_45.JPEG,sketch_5.JPEG,origin
n01739381,sketch_0.JPEG,sketch_13.JPEG,horizontal
n01739381,sketch_0.JPEG,sketch_26.JPEG,vertical
n01739381,sketch_1.JPEG,sketch_27.JPEG,vertical
n01739381,sketch_11.JPEG,sketch_24.JPEG,horizontal
n01739381,sketch_17.JPEG,sketch_30.JPEG,symmetry
n01739381,sketch_17.JPEG,sketch_4.JPEG,horizontal
n01739381,sketch_17.JPEG,sketch_43.JPEG,vertical
n01739381,sketch_18.JPEG,sketch_44.JPEG,vertical
n01739381,sketch_19.JPEG,sketch_6.JPEG,horizontal
n01739381,sketch_2.JPEG,sketch_28.JPEG,vertical
n01739381,sketch_25.JPEG,sketch_38.JPEG,symmetry
n01739381,sketch_29.JPEG,sketch_3.JPEG,vertical
n01739381,sketch_29.JPEG,sketch_42.JPEG,horizontal
n01739381,sketch_32.JPEG,sketch_45.JPEG,horizontal
n01739381,sketch_33.JPEG,sketch_46.JPEG,horizontal
n01739381,sketch_33.JPEG,sketch_7.JPEG,vertical
n01739381,sketch_36.JPEG,sketch_49.JPEG,horizontal
n01740131,sketch_11.JPEG,sketch_17.JPEG,vertical
n01740131,sketch_11.JPEG,sketch_20.JPEG,horizontal
n01740131,sketch_11.JPEG,sketch_23.JPEG,origin
n01740131,sketch_11.JPEG,sketch_32.JPEG,horizontal
n01740131,sketch_11.JPEG,sketch_35.JPEG,origin
n01740131,sketch_11.JPEG,sketch_38.JPEG,symmetry
n01740131,sketch_11.JPEG,sketch_41.JPEG,vertical
n01740131,sketch_11.JPEG,sketch_44.JPEG,horizontal
n01740131,sketch_11.JPEG,sketch_5.JPEG,vertical
n01740131,sketch_11.JPEG,sketch_8.JPEG,horizontal
n01740131,sketch_13.JPEG,sketch_16.JPEG,horizontal
n01740131,sketch_13.JPEG,sketch_22.JPEG,symmetry
n01740131,sketch_13.JPEG,sketch_25.JPEG,origin
n01740131,sketch_13.JPEG,sketch_31.JPEG,vertical
n01740131,sketch_13.JPEG,sketch_37.JPEG,origin
n01740131,sketch_13.JPEG,sketch_40.JPEG,horizontal
n01740131,sketch_13.JPEG,sketch_43.JPEG,vertical
n01740131,sketch_13.JPEG,sketch_46.JPEG,symmetry
n01740131,sketch_13.JPEG,sketch_7.JPEG,vertical
n01740131,sketch_18.JPEG,sketch_21.JPEG,horizontal
n01740131,sketch_18.JPEG,sketch_24.JPEG,vertical
n01740131,sketch_18.JPEG,sketch_27.JPEG,symmetry
n01740131,sketch_18.JPEG,sketch_33.JPEG,horizontal
n01740131,sketch_18.JPEG,sketch_36.JPEG,vertical
n01740131,sketch_18.JPEG,sketch_39.JPEG,symmetry
n01740131,sketch_18.JPEG,sketch_42.JPEG,origin
n01740131,sketch_18.JPEG,sketch_6.JPEG,origin
n01740131,sketch_18.JPEG,sketch_9.JPEG,horizontal
n01742172,sketch_0.JPEG,sketch_40.JPEG,horizontal
n01742172,sketch_2.JPEG,sketch_42.JPEG,origin
n01742172,sketch_3.JPEG,sketch_43.JPEG,horizontal
n01742172,sketch_4.JPEG,sketch_44.JPEG,horizontal
n01742172,sketch_45.JPEG,sketch_5.JPEG,horizontal
n01742172,sketch_48.JPEG,sketch_8.JPEG,horizontal
n01744401,sketch_0.JPEG,sketch_20.JPEG,horizontal
n01744401,sketch_0.JPEG,sketch_24.JPEG,vertical
n01744401,sketch_0.JPEG,sketch_28.JPEG,symmetry
n01744401,sketch_0.JPEG,sketch_32.JPEG,origin
n01744401,sketch_0.JPEG,sketch_4.JPEG,horizontal
n01744401,sketch_0.JPEG,sketch_44.JPEG,symmetry
n01744401,sketch_0.JPEG,sketch_8.JPEG,vertical
n01744401,sketch_1.JPEG,sketch_25.JPEG,vertical
n01744401,sketch_1.JPEG,sketch_29.JPEG,symmetry
n01744401,sketch_1.JPEG,sketch_41.JPEG,vertical
n01744401,sketch_1.JPEG,sketch_45.JPEG,symmetry
n01744401,sketch_1.JPEG,sketch_5.JPEG,horizontal
n01744401,sketch_10.JPEG,sketch_14.JPEG,horizontal
n01744401,sketch_10.JPEG,sketch_18.JPEG,vertical
n01744401,sketch_10.JPEG,sketch_2.JPEG,vertical
n01744401,sketch_10.JPEG,sketch_26.JPEG,origin
n01744401,sketch_10.JPEG,sketch_34.JPEG,vertical
n01744401,sketch_10.JPEG,sketch_38.JPEG,symmetry
n01744401,sketch_10.JPEG,sketch_42.JPEG,origin
n01744401,sketch_10.JPEG,sketch_46.JPEG,horizontal
n01744401,sketch_11.JPEG,sketch_19.JPEG,vertical
n01744401,sketch_11.JPEG,sketch_27.JPEG,origin
n01744401,sketch_11.JPEG,sketch_3.JPEG,vertical
n01744401,sketch_11.JPEG,sketch_31.JPEG,origin
n01744401,sketch_11.JPEG,sketch_35.JPEG,vertical
n01744401,sketch_11.JPEG,sketch_39.JPEG,symmetry
n01744401,sketch_11.JPEG,sketch_47.JPEG,origin
n01748264,sketch_1.JPEG,sketch_44.JPEG,horizontal
n01748264,sketch_4.JPEG,sketch_47.JPEG,horizontal
n01748264,sketch_49.JPEG,sketch_6.JPEG,horizontal
n01748264,sketch_50.JPEG,sketch_7.JPEG,horizontal
n01749939,sketch_11.JPEG,sketch_30.JPEG,horizontal
n01749939,sketch_11.JPEG,sketch_49.JPEG,vertical
n01749939,sketch_12.JPEG,sketch_31.JPEG,horizontal
n01749939,sketch_12.JPEG,sketch_50.JPEG,vertical
n01749939,sketch_14.JPEG,sketch_33.JPEG,horizontal
n01749939,sketch_16.JPEG,sketch_35.JPEG,horizontal
n01749939,sketch_2.JPEG,sketch_40.JPEG,vertical
n01749939,sketch_25.JPEG,sketch_6.JPEG,horizontal
n01749939,sketch_26.JPEG,sketch_7.JPEG,horizontal
n01749939,sketch_28.JPEG,sketch_47.JPEG,symmetry
n01749939,sketch_29.JPEG,sketch_48.JPEG,symmetry
n01749939,sketch_3.JPEG,sketch_41.JPEG,vertical
n01751748,sketch_0.JPEG,sketch_12.JPEG,vertical
n01751748,sketch_0.JPEG,sketch_30.JPEG,horizontal
n01751748,sketch_0.JPEG,sketch_42.JPEG,symmetry
n01751748,sketch_0.JPEG,sketch_48.JPEG,origin
n01751748,sketch_0.JPEG,sketch_6.JPEG,horizontal
n01751748,sketch_1.JPEG,sketch_19.JPEG,symmetry
n01751748,sketch_1.JPEG,sketch_25.JPEG,origin
n01751748,sketch_1.JPEG,sketch_31.JPEG,horizontal
n01751748,sketch_1.JPEG,sketch_37.JPEG,vertical
n01751748,sketch_1.JPEG,sketch_43.JPEG,symmetry
n01751748,sketch_1.JPEG,sketch_7.JPEG,horizontal
n01751748,sketch_10.JPEG,sketch_34.JPEG,origin
n01751748,sketch_10.JPEG,sketch_4.JPEG,horizontal
n01751748,sketch_10.JPEG,sketch_40.JPEG,symmetry
n01751748,sketch_14.JPEG,sketch_2.JPEG,vertical
n01751748,sketch_14.JPEG,sketch_26.JPEG,vertical
n01751748,sketch_14.JPEG,sketch_32.JPEG,symmetry
n01751748,sketch_14.JPEG,sketch_8.JPEG,symmetry
n01751748,sketch_23.JPEG,sketch_29.JPEG,symmetry
n01751748,sketch_23.JPEG,sketch_35.JPEG,vertical
n01751748,sketch_23.JPEG,sketch_47.JPEG,origin
n01751748,sketch_23.JPEG,sketch_5.JPEG,symmetry
n01751748,sketch_27.JPEG,sketch_3.JPEG,origin
n01751748,sketch_27.JPEG,sketch_33.JPEG,horizontal
n01751748,sketch_27.JPEG,sketch_45.JPEG,symmetry
n01753488,sketch_0.JPEG,sketch_15.JPEG,horizontal
n01753488,sketch_0.JPEG,sketch_30.JPEG,vertical
n01753488,sketch_0.JPEG,sketch_45.JPEG,symmetry
n01753488,sketch_1.JPEG,sketch_31.JPEG,origin
n01753488,sketch_1.JPEG,sketch_46.JPEG,origin
n01753488,sketch_10.JPEG,sketch_25.JPEG,horizontal
n01753488,sketch_14.JPEG,sketch_44.JPEG,vertical
n01753488,sketch_18.JPEG,sketch_3.JPEG,horizontal
n01753488,sketch_2.JPEG,sketch_32.JPEG,vertical
n01753488,sketch_2.JPEG,sketch_47.JPEG,symmetry
n01753488,sketch_20.JPEG,sketch_35.JPEG,symmetry
n01753488,sketch_20.JPEG,sketch_50.JPEG,vertical
n01753488,sketch_22.JPEG,sketch_7.JPEG,horizontal
n01753488,sketch_24.JPEG,sketch_39.JPEG,symmetry
n01753488,sketch_24.JPEG,sketch_9.JPEG,horizontal
n01753488,sketch_36.JPEG,sketch_6.JPEG,vertical
n01770081,sketch_10.JPEG,sketch_34.JPEG,horizontal
n01770081,sketch_11.JPEG,sketch_35.JPEG,horizontal
n01770081,sketch_16.JPEG,sketch_40.JPEG,horizontal
n01770081,sketch_27.JPEG,sketch_3.JPEG,horizontal
n01770081,sketch_28.JPEG,sketch_4.JPEG,horizontal
n01770081,sketch_29.JPEG,sketch_5.JPEG,horizontal
n01770081,sketch_33.JPEG,sketch_9.JPEG,horizontal
n01770393,sketch_0.JPEG,sketch_46.JPEG,horizontal
n01770393,sketch_1.JPEG,sketch_47.JPEG,horizontal
n01770393,sketch_3.JPEG,sketch_49.JPEG,horizontal
n01773797,sketch_10.JPEG,sketch_38.JPEG,horizontal
n01773797,sketch_12.JPEG,sketch_40.JPEG,horizontal
n01773797,sketch_14.JPEG,sketch_42.JPEG,horizontal
n01773797,sketch_19.JPEG,sketch_47.JPEG,horizontal
n01773797,sketch_21.JPEG,sketch_49.JPEG,horizontal
n01773797,sketch_33.JPEG,sketch_5.JPEG,horizontal
n01773797,sketch_37.JPEG,sketch_9.JPEG,horizontal
n01774384,sketch_1.JPEG,sketch_13.JPEG,origin
n01774384,sketch_1.JPEG,sketch_16.JPEG,horizontal
n01774384,sketch_1.JPEG,sketch_40.JPEG,horizontal
n01774384,sketch_1.JPEG,sketch_43.JPEG,vertical
n01774384,sketch_10.JPEG,sketch_22.JPEG,origin
n01774384,sketch_11.JPEG,sketch_35.JPEG,origin
n01774384,sketch_11.JPEG,sketch_47.JPEG,origin
n01774384,sketch_15.JPEG,sketch_18.JPEG,symmetry
n01774384,sketch_15.JPEG,sketch_21.JPEG,vertical
n01774384,sketch_15.JPEG,sketch_27.JPEG,origin
n01774384,sketch_15.JPEG,sketch_30.JPEG,symmetry
n01774384,sketch_15.JPEG,sketch_33.JPEG,vertical
n01774384,sketch_15.JPEG,sketch_39.JPEG,origin
n01774384,sketch_15.JPEG,sketch_42.JPEG,symmetry
n01774384,sketch_15.JPEG,sketch_45.JPEG,vertical
n01774384,sketch_15.JPEG,sketch_48.JPEG,horizontal
n01774384,sketch_15.JPEG,sketch_9.JPEG,vertical
n01774384,sketch_17.JPEG,sketch_29.JPEG,origin
n01774384,sketch_17.JPEG,sketch_41.JPEG,origin
n01774384,sketch_17.JPEG,sketch_5.JPEG,origin
n01774384,sketch_2.JPEG,sketch_26.JPEG,origin
n01774384,sketch_2.JPEG,sketch_32.JPEG,vertical
n01774384,sketch_2.JPEG,sketch_38.JPEG,origin
n01774384,sketch_2.JPEG,sketch_50.JPEG,origin
n01774384,sketch_2.JPEG,sketch_8.JPEG,vertical
n01775062,sketch_0.JPEG,sketch_47.JPEG,origin
n01795545,sketch_0.JPEG,sketch_34.JPEG,horizontal
n01795545,sketch_1.JPEG,sketch_35.JPEG,horizontal
n01795545,sketch_10.JPEG,sketch_44.JPEG,horizontal
n01795545,sketch_13.JPEG,sketch_47.JPEG,horizontal
n01795545,sketch_14.JPEG,sketch_48.JPEG,origin
n01795545,sketch_15.JPEG,sketch_49.JPEG,horizontal
n01795545,sketch_16.JPEG,sketch_50.JPEG,horizontal
n01795545,sketch_38.JPEG,sketch_4.JPEG,horizontal
n01806567,sketch_1.JPEG,sketch_45.JPEG,origin
n01806567,sketch_4.JPEG,sketch_48.JPEG,horizontal
n01807496,sketch_2.JPEG,sketch_48.JPEG,horizontal
n01818515,sketch_0.JPEG,sketch_47.JPEG,horizontal
n01818515,sketch_23.JPEG,sketch_39.JPEG,origin
n01828970,sketch_0.JPEG,sketch_47.JPEG,horizontal
n01828970,sketch_2.JPEG,sketch_49.JPEG,horizontal
n01843065,sketch_0.JPEG,sketch_18.JPEG,horizontal
n01843065,sketch_0.JPEG,sketch_36.JPEG,vertical
n01843065,sketch_13.JPEG,sketch_49.JPEG,vertical
n01843065,sketch_15.JPEG,sketch_33.JPEG,horizontal
n01843065,sketch_19.JPEG,sketch_37.JPEG,symmetry
n01843065,sketch_2.JPEG,sketch_38.JPEG,vertical
n01843065,sketch_23.JPEG,sketch_41.JPEG,symmetry
n01843065,sketch_23.JPEG,sketch_5.JPEG,horizontal
n01843065,sketch_24.JPEG,sketch_42.JPEG,symmetry
n01843065,sketch_24.JPEG,sketch_6.JPEG,horizontal
n01843065,sketch_25.JPEG,sketch_7.JPEG,horizontal
n01855032,sketch_10.JPEG,sketch_38.JPEG,origin
n01855032,sketch_11.JPEG,sketch_39.JPEG,horizontal
n01855032,sketch_13.JPEG,sketch_41.JPEG,horizontal
n01855032,sketch_14.JPEG,sketch_42.JPEG,horizontal
n01855032,sketch_2.JPEG,sketch_30.JPEG,origin
n01855032,sketch_20.JPEG,sketch_48.JPEG,horizontal
n01855032,sketch_21.JPEG,sketch_49.JPEG,horizontal
n01855032,sketch_3.JPEG,sketch_31.JPEG,origin
n01855032,sketch_32.JPEG,sketch_4.JPEG,horizontal
n01855032,sketch_35.JPEG,sketch_7.JPEG,horizontal
n01855672,sketch_5.JPEG,sketch_9.JPEG,horizontal
n01860187,sketch_11.JPEG,sketch_34.JPEG,horizontal
n01860187,sketch_12.JPEG,sketch_35.JPEG,horizontal
n01860187,sketch_13.JPEG,sketch_36.JPEG,horizontal
n01860187,sketch_17.JPEG,sketch_40.JPEG,horizontal
n01860187,sketch_27.JPEG,sketch_4.JPEG,horizontal
n01860187,sketch_27.JPEG,sketch_50.JPEG,symmetry
n01860187,sketch_29.JPEG,sketch_6.JPEG,horizontal
n01860187,sketch_3.JPEG,sketch_49.JPEG,vertical
n01860187,sketch_30.JPEG,sketch_7.JPEG,horizontal
n01860187,sketch_31.JPEG,sketch_8.JPEG,horizontal
n01872401,sketch_2.JPEG,sketch_50.JPEG,horizontal
n01873310,sketch_1.JPEG,sketch_50.JPEG,horizontal
n01882714,sketch_1.JPEG,sketch_49.JPEG,horizontal
n01914609,sketch_1.JPEG,sketch_43.JPEG,horizontal
n01930112,sketch_1.JPEG,sketch_41.JPEG,vertical
n01930112,sketch_10.JPEG,sketch_30.JPEG,horizontal
n01930112,sketch_14.JPEG,sketch_34.JPEG,origin
n01930112,sketch_19.JPEG,sketch_39.JPEG,origin
n01930112,sketch_22.JPEG,sketch_42.JPEG,symmetry
n01930112,sketch_23.JPEG,sketch_3.JPEG,horizontal
n01930112,sketch_23.JPEG,sketch_43.JPEG,symmetry
n01930112,sketch_24.JPEG,sketch_44.JPEG,symmetry
