class_name,image_path,target
n04120489,n04120489/sketch_14.JPEG,366
n01608432,n01608432/sketch_5.JPEG,16
n04366367,n04366367/sketch_11.JPEG,406
n07747607,n07747607/sketch_8.JPEG,476
n03376595,n03376595/sketch_29.JPEG,282
n02007558,n02007558/sketch_20.JPEG,72
n04127249,n04127249/sketch_7.JPEG,368
n02085936,n02085936/sketch_36.JPEG,85
n07716358,n07716358/sketch_49.JPEG,469
n03933933,n03933933/sketch_45.JPEG,339
n02692877,n02692877/sketch_33.JPEG,226
n04040759,n04040759/sketch_3.JPEG,358
n03450230,n03450230/sketch_7.JPEG,291
n02999410,n02999410/sketch_37.JPEG,262
n04399382,n04399382/sketch_5.JPEG,413
n02443484,n02443484/sketch_14.JPEG,209
n03982430,n03982430/sketch_43.JPEG,348
n03720891,n03720891/sketch_9.JPEG,312
n13052670,n13052670/sketch_26.JPEG,498
n04125021,n04125021/sketch_48.JPEG,367
n03673027,n03673027/sketch_17.JPEG,306
n02089867,n02089867/sketch_50.JPEG,95
n09246464,n09246464/sketch_36.JPEG,486
n02108089,n02108089/sketch_7.JPEG,143
n02097298,n02097298/sketch_49.JPEG,116
n04429376,n04429376/sketch_48.JPEG,418
n02106030,n02106030/sketch_42.JPEG,137
n02795169,n02795169/sketch_27.JPEG,237
n04266014,n04266014/sketch_22.JPEG,391
n04442312,n04442312/sketch_13.JPEG,420
n07583066,n07583066/sketch_18.JPEG,463
n04532106,n04532106/sketch_8.JPEG,441
n02130308,n02130308/sketch_15.JPEG,173
n02690373,n02690373/sketch_32.JPEG,225
n02814533,n02814533/sketch_3.JPEG,241
n02106550,n02106550/sketch_0.JPEG,139
n02326432,n02326432/sketch_49.JPEG,187
n04501370,n04501370/sketch_27.JPEG,433
n03649909,n03649909/sketch_13.JPEG,305
n01807496,n01807496/sketch_39.JPEG,50
n04254777,n04254777/sketch_5.JPEG,388
n04254777,n04254777/sketch_42.JPEG,388
n02408429,n02408429/sketch_43.JPEG,198
n03895866,n03895866/sketch_36.JPEG,335
n03297495,n03297495/sketch_26.JPEG,278
n04447861,n04447861/sketch_42.JPEG,422
n04540053,n04540053/sketch_29.JPEG,443
n02443484,n02443484/sketch_18.JPEG,209
n02410509,n02410509/sketch_17.JPEG,199
n01697457,n01697457/sketch_10.JPEG,28
n03445777,n03445777/sketch_23.JPEG,288
n01616318,n01616318/sketch_39.JPEG,18
n03998194,n03998194/sketch_18.JPEG,350
n02364673,n02364673/sketch_47.JPEG,191
n02094114,n02094114/sketch_50.JPEG,107
n02097298,n02097298/sketch_19.JPEG,116
n02105162,n02105162/sketch_21.JPEG,133
n02808440,n02808440/sketch_47.JPEG,240
n07717410,n07717410/sketch_3.JPEG,471
n02133161,n02133161/sketch_28.JPEG,175
n03445924,n03445924/sketch_19.JPEG,289
n02086079,n02086079/sketch_25.JPEG,86
n02111500,n02111500/sketch_31.JPEG,152
n04252225,n04252225/sketch_28.JPEG,386
n02085936,n02085936/sketch_1.JPEG,85
n02088364,n02088364/sketch_43.JPEG,92
n02133161,n02133161/sketch_12.JPEG,175
n04604644,n04604644/sketch_3.JPEG,457
n02110958,n02110958/sketch_43.JPEG,150
n02699494,n02699494/sketch_24.JPEG,227
n04550184,n04550184/sketch_2.JPEG,445
n04041544,n04041544/sketch_35.JPEG,359
n02093256,n02093256/sketch_31.JPEG,105
n04418357,n04418357/sketch_11.JPEG,416
n04523525,n04523525/sketch_3.JPEG,439
n04612504,n04612504/sketch_19.JPEG,459
n02782093,n02782093/sketch_45.JPEG,234
n02090622,n02090622/sketch_17.JPEG,98
n01773797,n01773797/sketch_25.JPEG,44
n03982430,n03982430/sketch_11.JPEG,348
n02708093,n02708093/sketch_16.JPEG,229
n04371430,n04371430/sketch_42.JPEG,408
n02106030,n02106030/sketch_12.JPEG,137
n01728572,n01728572/sketch_0.JPEG,31
n01774750,n01774750/sketch_44.JPEG,46
n02782093,n02782093/sketch_32.JPEG,234
n04442312,n04442312/sketch_0.JPEG,420
n04201297,n04201297/sketch_11.JPEG,376
n07614500,n07614500/sketch_50.JPEG,465
n03961711,n03961711/sketch_44.JPEG,344
n04266014,n04266014/sketch_28.JPEG,391
n02123597,n02123597/sketch_21.JPEG,167
n02708093,n02708093/sketch_2.JPEG,229
n02268443,n02268443/sketch_43.JPEG,180
n04081281,n04081281/sketch_17.JPEG,363
n02088466,n02088466/sketch_22.JPEG,93
n02009229,n02009229/sketch_38.JPEG,73
n03347037,n03347037/sketch_30.JPEG,280
n03291819,n03291819/sketch_6.JPEG,277
n03958227,n03958227/sketch_1.JPEG,343
n01833805,n01833805/sketch_28.JPEG,53
n02092002,n02092002/sketch_48.JPEG,103
n03720891,n03720891/sketch_12.JPEG,312
n01744401,n01744401/sketch_19.JPEG,37
n03793489,n03793489/sketch_34.JPEG,325
n03895866,n03895866/sketch_43.JPEG,335
n02442845,n02442845/sketch_12.JPEG,207
n07716358,n07716358/sketch_43.JPEG,469
n03814906,n03814906/sketch_48.JPEG,328
n03376595,n03376595/sketch_19.JPEG,282
n02088238,n02088238/sketch_32.JPEG,91
n04507155,n04507155/sketch_37.JPEG,435
n02727426,n02727426/sketch_5.JPEG,230
n01558993,n01558993/sketch_15.JPEG,11
n02114548,n02114548/sketch_18.JPEG,161
n01704323,n01704323/sketch_13.JPEG,30
n01843383,n01843383/sketch_38.JPEG,55
n02105412,n02105412/sketch_22.JPEG,134
n04372370,n04372370/sketch_21.JPEG,410
n03109150,n03109150/sketch_18.JPEG,267
n02112350,n02112350/sketch_28.JPEG,155
n01704323,n01704323/sketch_31.JPEG,30
n03584829,n03584829/sketch_16.JPEG,299
n01985128,n01985128/sketch_29.JPEG,70
n03976657,n03976657/sketch_12.JPEG,346
n02101006,n02101006/sketch_14.JPEG,125
n01968897,n01968897/sketch_37.JPEG,67
n01775062,n01775062/sketch_23.JPEG,47
n02088094,n02088094/sketch_13.JPEG,90
n01534433,n01534433/sketch_19.JPEG,9
n02927161,n02927161/sketch_24.JPEG,255
n02687172,n02687172/sketch_42.JPEG,224
n03929660,n03929660/sketch_49.JPEG,338
n02690373,n02690373/sketch_33.JPEG,225
n04040759,n04040759/sketch_34.JPEG,358
n02111277,n02111277/sketch_16.JPEG,151
n07248320,n07248320/sketch_49.JPEG,461
n03208938,n03208938/sketch_30.JPEG,274
n04501370,n04501370/sketch_35.JPEG,433
n02109525,n02109525/sketch_43.JPEG,147
n04612504,n04612504/sketch_35.JPEG,459
n01740131,n01740131/sketch_22.JPEG,35
n09288635,n09288635/sketch_27.JPEG,488
n02793495,n02793495/sketch_38.JPEG,236
n02088364,n02088364/sketch_1.JPEG,92
n01641577,n01641577/sketch_9.JPEG,21
n02105162,n02105162/sketch_30.JPEG,133
n01983481,n01983481/sketch_38.JPEG,69
n02364673,n02364673/sketch_21.JPEG,191
n01873310,n01873310/sketch_37.JPEG,60
n02093256,n02093256/sketch_26.JPEG,105
n02112350,n02112350/sketch_36.JPEG,155
n02107142,n02107142/sketch_30.JPEG,140
n02808440,n02808440/sketch_20.JPEG,240
n03534580,n03534580/sketch_34.JPEG,297
n07718747,n07718747/sketch_35.JPEG,472
n02105056,n02105056/sketch_34.JPEG,132
n02342885,n02342885/sketch_29.JPEG,188
n01632777,n01632777/sketch_45.JPEG,20
n04026417,n04026417/sketch_21.JPEG,354
n03598930,n03598930/sketch_18.JPEG,301
n03759954,n03759954/sketch_9.JPEG,315
n04501370,n04501370/sketch_6.JPEG,433
n02107683,n02107683/sketch_38.JPEG,142
n04004767,n04004767/sketch_21.JPEG,351
n02417914,n02417914/sketch_40.JPEG,202
n01616318,n01616318/sketch_45.JPEG,18
n02415577,n02415577/sketch_34.JPEG,201
n01443537,n01443537/sketch_3.JPEG,0
n02092339,n02092339/sketch_8.JPEG,104
n07248320,n07248320/sketch_38.JPEG,461
n02102177,n02102177/sketch_49.JPEG,128
n03761084,n03761084/sketch_5.JPEG,316
n01735189,n01735189/sketch_48.JPEG,33
n02127052,n02127052/sketch_24.JPEG,169
n01978287,n01978287/sketch_5.JPEG,68
n03998194,n03998194/sketch_26.JPEG,350
n02087046,n02087046/sketch_3.JPEG,88
n02321529,n02321529/sketch_46.JPEG,185
n02268443,n02268443/sketch_49.JPEG,180
n01614925,n01614925/sketch_41.JPEG,17
n04118538,n04118538/sketch_10.JPEG,364
n01753488,n01753488/sketch_44.JPEG,41
n02094114,n02094114/sketch_26.JPEG,107
n02443484,n02443484/sketch_31.JPEG,209
n02087046,n02087046/sketch_13.JPEG,88
n04266014,n04266014/sketch_10.JPEG,391
n02398521,n02398521/sketch_34.JPEG,196
n03394916,n03394916/sketch_21.JPEG,285
n04456115,n04456115/sketch_30.JPEG,423
n04428191,n04428191/sketch_27.JPEG,417
n07579787,n07579787/sketch_17.JPEG,462
n02795169,n02795169/sketch_20.JPEG,237
n02090622,n02090622/sketch_23.JPEG,98
n07734744,n07734744/sketch_28.JPEG,473
n02105056,n02105056/sketch_31.JPEG,132
n02094258,n02094258/sketch_2.JPEG,108
n07742313,n07742313/sketch_19.JPEG,474
n01742172,n01742172/sketch_4.JPEG,36
n03709823,n03709823/sketch_1.JPEG,310
n01818515,n01818515/sketch_39.JPEG,51
n02129165,n02129165/sketch_32.JPEG,171
n03445777,n03445777/sketch_20.JPEG,288
n09288635,n09288635/sketch_32.JPEG,488
n02009912,n02009912/sketch_25.JPEG,74
n07860988,n07860988/sketch_3.JPEG,481
n04355338,n04355338/sketch_37.JPEG,402
n03891251,n03891251/sketch_19.JPEG,334
n02793495,n02793495/sketch_33.JPEG,236
n04429376,n04429376/sketch_5.JPEG,418
n04209239,n04209239/sketch_36.JPEG,380
n02011460,n02011460/sketch_6.JPEG,75
n04525305,n04525305/sketch_17.JPEG,440
n02110806,n02110806/sketch_12.JPEG,149
n04376876,n04376876/sketch_18.JPEG,411
n03676483,n03676483/sketch_23.JPEG,307
n03724870,n03724870/sketch_18.JPEG,313
n01795545,n01795545/sketch_4.JPEG,48
n02088632,n02088632/sketch_10.JPEG,94
n03347037,n03347037/sketch_9.JPEG,280
n02108089,n02108089/sketch_9.JPEG,143
n03649909,n03649909/sketch_32.JPEG,305
n01728572,n01728572/sketch_20.JPEG,31
n03938244,n03938244/sketch_45.JPEG,340
n03249569,n03249569/sketch_10.JPEG,275
n07747607,n07747607/sketch_19.JPEG,476
n04612504,n04612504/sketch_17.JPEG,459
n03720891,n03720891/sketch_27.JPEG,312
n01910747,n01910747/sketch_39.JPEG,62
n07716358,n07716358/sketch_17.JPEG,469
n02672831,n02672831/sketch_13.JPEG,222
n02101388,n02101388/sketch_3.JPEG,126
n02105855,n02105855/sketch_36.JPEG,136
n02087394,n02087394/sketch_48.JPEG,89
n02108089,n02108089/sketch_32.JPEG,143
n03692522,n03692522/sketch_32.JPEG,309
n01833805,n01833805/sketch_47.JPEG,53
n01930112,n01930112/sketch_28.JPEG,64
n04442312,n04442312/sketch_22.JPEG,420
n07875152,n07875152/sketch_38.JPEG,483
n03481172,n03481172/sketch_42.JPEG,293
n03998194,n03998194/sketch_34.JPEG,350
n02087394,n02087394/sketch_7.JPEG,89
n01614925,n01614925/sketch_14.JPEG,17
n02108422,n02108422/sketch_11.JPEG,144
n02105162,n02105162/sketch_9.JPEG,133
n09288635,n09288635/sketch_13.JPEG,488
n01950731,n01950731/sketch_47.JPEG,66
n04141975,n04141975/sketch_26.JPEG,372
n02364673,n02364673/sketch_39.JPEG,191
n02098413,n02098413/sketch_12.JPEG,118
n03763968,n03763968/sketch_50.JPEG,317
n02879718,n02879718/sketch_12.JPEG,248
n02808440,n02808440/sketch_5.JPEG,240
n01748264,n01748264/sketch_8.JPEG,38
n04192698,n04192698/sketch_0.JPEG,375
n01968897,n01968897/sketch_43.JPEG,67
n01795545,n01795545/sketch_13.JPEG,48
n04326547,n04326547/sketch_37.JPEG,397
n01855032,n01855032/sketch_48.JPEG,56
n04525305,n04525305/sketch_47.JPEG,440
n03710193,n03710193/sketch_45.JPEG,311
n03045698,n03045698/sketch_3.JPEG,263
n04208210,n04208210/sketch_20.JPEG,378
n11939491,n11939491/sketch_43.JPEG,493
n07716358,n07716358/sketch_10.JPEG,469
n01532829,n01532829/sketch_11.JPEG,8
n04350905,n04350905/sketch_8.JPEG,401
n04548362,n04548362/sketch_7.JPEG,444
n02493509,n02493509/sketch_28.JPEG,216
n04522168,n04522168/sketch_0.JPEG,438
n02113624,n02113624/sketch_14.JPEG,157
n02971356,n02971356/sketch_14.JPEG,258
n02090379,n02090379/sketch_23.JPEG,97
n04136333,n04136333/sketch_4.JPEG,370
n04229816,n04229816/sketch_39.JPEG,381
n07714990,n07714990/sketch_43.JPEG,467
n02100583,n02100583/sketch_45.JPEG,122
n10565667,n10565667/sketch_14.JPEG,492
n03271574,n03271574/sketch_10.JPEG,276
n04548362,n04548362/sketch_37.JPEG,444
n03124043,n03124043/sketch_19.JPEG,268
n01855672,n01855672/sketch_27.JPEG,57
n01614925,n01614925/sketch_5.JPEG,17
n04131690,n04131690/sketch_13.JPEG,369
n13054560,n13054560/sketch_48.JPEG,499
n07920052,n07920052/sketch_24.JPEG,484
n02096585,n02096585/sketch_33.JPEG,112
n04118776,n04118776/sketch_41.JPEG,365
n04456115,n04456115/sketch_13.JPEG,423
n03630383,n03630383/sketch_24.JPEG,302
n01773797,n01773797/sketch_48.JPEG,44
n04355933,n04355933/sketch_18.JPEG,403
n02115913,n02115913/sketch_25.JPEG,163
n04554684,n04554684/sketch_24.JPEG,447
n02172182,n02172182/sketch_10.JPEG,178
n03498962,n03498962/sketch_37.JPEG,295
n01770081,n01770081/sketch_34.JPEG,42
n02441942,n02441942/sketch_19.JPEG,206
n04380533,n04380533/sketch_45.JPEG,412
n01930112,n01930112/sketch_18.JPEG,64
n02106550,n02106550/sketch_47.JPEG,139
n02094114,n02094114/sketch_18.JPEG,107
n04560804,n04560804/sketch_11.JPEG,449
n04325704,n04325704/sketch_36.JPEG,396
n02108915,n02108915/sketch_41.JPEG,145
n02134084,n02134084/sketch_37.JPEG,176
n01774384,n01774384/sketch_41.JPEG,45
n04266014,n04266014/sketch_39.JPEG,391
n03450230,n03450230/sketch_25.JPEG,291
n03445777,n03445777/sketch_43.JPEG,288
n02841315,n02841315/sketch_19.JPEG,244
n03793489,n03793489/sketch_26.JPEG,325
n04554684,n04554684/sketch_46.JPEG,447
n04259630,n04259630/sketch_21.JPEG,389
n02093428,n02093428/sketch_30.JPEG,106
n01774384,n01774384/sketch_50.JPEG,45
n02007558,n02007558/sketch_37.JPEG,72
n03916031,n03916031/sketch_21.JPEG,337
n03871628,n03871628/sketch_38.JPEG,331
n02690373,n02690373/sketch_12.JPEG,225
n02117135,n02117135/sketch_43.JPEG,164
n04039381,n04039381/sketch_17.JPEG,357
n02128385,n02128385/sketch_21.JPEG,170
n03710193,n03710193/sketch_20.JPEG,311
n02097047,n02097047/sketch_26.JPEG,113
n02085936,n02085936/sketch_39.JPEG,85
n02130308,n02130308/sketch_48.JPEG,173
n02009912,n02009912/sketch_4.JPEG,74
n02791124,n02791124/sketch_36.JPEG,235
n02134084,n02134084/sketch_32.JPEG,176
n03630383,n03630383/sketch_21.JPEG,302
n04483307,n04483307/sketch_8.JPEG,427
n03089624,n03089624/sketch_37.JPEG,266
n02105641,n02105641/sketch_33.JPEG,135
n03496892,n03496892/sketch_17.JPEG,294
n03355925,n03355925/sketch_18.JPEG,281
n04589890,n04589890/sketch_43.JPEG,452
n02454379,n02454379/sketch_3.JPEG,211
n01775062,n01775062/sketch_43.JPEG,47
n03773504,n03773504/sketch_45.JPEG,319
n02397096,n02397096/sketch_40.JPEG,195
n09288635,n09288635/sketch_16.JPEG,488
n01773797,n01773797/sketch_49.JPEG,44
n01770081,n01770081/sketch_11.JPEG,42
n04557648,n04557648/sketch_4.JPEG,448
n02098413,n02098413/sketch_28.JPEG,118
n04487394,n04487394/sketch_38.JPEG,431
n03388043,n03388043/sketch_22.JPEG,284
n03649909,n03649909/sketch_41.JPEG,305
n04584207,n04584207/sketch_26.JPEG,451
n03188531,n03188531/sketch_23.JPEG,272
n02105412,n02105412/sketch_45.JPEG,134
n01592084,n01592084/sketch_30.JPEG,14
n01728572,n01728572/sketch_45.JPEG,31
n01828970,n01828970/sketch_31.JPEG,52
n03598930,n03598930/sketch_29.JPEG,301
n01677366,n01677366/sketch_10.JPEG,24
n03291819,n03291819/sketch_33.JPEG,277
n02782093,n02782093/sketch_10.JPEG,234
n02814533,n02814533/sketch_31.JPEG,241
n04266014,n04266014/sketch_49.JPEG,391
n02112350,n02112350/sketch_26.JPEG,155
n04266014,n04266014/sketch_15.JPEG,391
n01697457,n01697457/sketch_48.JPEG,28
n02114548,n02114548/sketch_4.JPEG,161
n02641379,n02641379/sketch_31.JPEG,220
n03763968,n03763968/sketch_2.JPEG,317
n03724870,n03724870/sketch_35.JPEG,313
n01775062,n01775062/sketch_38.JPEG,47
n02676566,n02676566/sketch_19.JPEG,223
n02493793,n02493793/sketch_8.JPEG,217
n01833805,n01833805/sketch_4.JPEG,53
n02422699,n02422699/sketch_24.JPEG,203
n07717410,n07717410/sketch_26.JPEG,471
n03929660,n03929660/sketch_1.JPEG,338
n01582220,n01582220/sketch_12.JPEG,13
n07742313,n07742313/sketch_38.JPEG,474
n02417914,n02417914/sketch_28.JPEG,202
n02457408,n02457408/sketch_26.JPEG,212
n04428191,n04428191/sketch_40.JPEG,417
n04266014,n04266014/sketch_36.JPEG,391
n02085936,n02085936/sketch_34.JPEG,85
n01795545,n01795545/sketch_45.JPEG,48
n02101388,n02101388/sketch_32.JPEG,126
n01532829,n01532829/sketch_48.JPEG,8
n02092002,n02092002/sketch_3.JPEG,103
n01494475,n01494475/sketch_25.JPEG,2
n02099267,n02099267/sketch_47.JPEG,119
n04612504,n04612504/sketch_32.JPEG,459
n01616318,n01616318/sketch_12.JPEG,18
n02892201,n02892201/sketch_14.JPEG,250
n01531178,n01531178/sketch_38.JPEG,7
n03297495,n03297495/sketch_39.JPEG,278
n04550184,n04550184/sketch_36.JPEG,445
n04522168,n04522168/sketch_14.JPEG,438
n02089973,n02089973/sketch_3.JPEG,96
n02102480,n02102480/sketch_29.JPEG,130
n10148035,n10148035/sketch_33.JPEG,491
n04483307,n04483307/sketch_49.JPEG,427
n02236044,n02236044/sketch_31.JPEG,179
n02403003,n02403003/sketch_2.JPEG,197
n04125021,n04125021/sketch_40.JPEG,367
n04501370,n04501370/sketch_43.JPEG,433
n04553703,n04553703/sketch_12.JPEG,446
n02087394,n02087394/sketch_2.JPEG,89
n02437616,n02437616/sketch_50.JPEG,205
n02277742,n02277742/sketch_26.JPEG,181
n04039381,n04039381/sketch_32.JPEG,357
n01983481,n01983481/sketch_12.JPEG,69
n04435653,n04435653/sketch_14.JPEG,419
n02115913,n02115913/sketch_23.JPEG,163
n02009229,n02009229/sketch_30.JPEG,73
n04509417,n04509417/sketch_17.JPEG,436
n02123045,n02123045/sketch_1.JPEG,166
n03956157,n03956157/sketch_16.JPEG,342
n07875152,n07875152/sketch_44.JPEG,483
n02077923,n02077923/sketch_27.JPEG,82
n03916031,n03916031/sketch_18.JPEG,337
n02107683,n02107683/sketch_36.JPEG,142
n01616318,n01616318/sketch_43.JPEG,18
n02396427,n02396427/sketch_28.JPEG,194
n03630383,n03630383/sketch_33.JPEG,302
n03207941,n03207941/sketch_28.JPEG,273
n04399382,n04399382/sketch_9.JPEG,413
n02999410,n02999410/sketch_47.JPEG,262
n02895154,n02895154/sketch_17.JPEG,252
n02090622,n02090622/sketch_32.JPEG,98
n03942813,n03942813/sketch_47.JPEG,341
n10148035,n10148035/sketch_38.JPEG,491
n01532829,n01532829/sketch_17.JPEG,8
n01828970,n01828970/sketch_30.JPEG,52
n04548362,n04548362/sketch_17.JPEG,444
n02058221,n02058221/sketch_4.JPEG,81
n03134739,n03134739/sketch_21.JPEG,271
n04356056,n04356056/sketch_47.JPEG,404
n04033901,n04033901/sketch_25.JPEG,355
n02883205,n02883205/sketch_36.JPEG,249
n01582220,n01582220/sketch_16.JPEG,13
n04429376,n04429376/sketch_37.JPEG,418
n03720891,n03720891/sketch_17.JPEG,312
n03995372,n03995372/sketch_31.JPEG,349
n04040759,n04040759/sketch_38.JPEG,358
n07745940,n07745940/sketch_43.JPEG,475
n02437312,n02437312/sketch_29.JPEG,204
n07614500,n07614500/sketch_46.JPEG,465
n04596742,n04596742/sketch_26.JPEG,455
n02992211,n02992211/sketch_2.JPEG,260
n04019541,n04019541/sketch_33.JPEG,353
n02687172,n02687172/sketch_17.JPEG,224
n04033901,n04033901/sketch_27.JPEG,355
n04456115,n04456115/sketch_49.JPEG,423
n02641379,n02641379/sketch_5.JPEG,220
n02422699,n02422699/sketch_39.JPEG,203
n03710193,n03710193/sketch_15.JPEG,311
n02109047,n02109047/sketch_8.JPEG,146
n02791124,n02791124/sketch_21.JPEG,235
n01770081,n01770081/sketch_44.JPEG,42
n02096177,n02096177/sketch_17.JPEG,110
n02442845,n02442845/sketch_37.JPEG,207
n04259630,n04259630/sketch_19.JPEG,389
n02088238,n02088238/sketch_22.JPEG,91
n02130308,n02130308/sketch_18.JPEG,173
n01744401,n01744401/sketch_42.JPEG,37
n04435653,n04435653/sketch_23.JPEG,419
n02123597,n02123597/sketch_48.JPEG,167
n10148035,n10148035/sketch_6.JPEG,491
n02445715,n02445715/sketch_29.JPEG,210
n03759954,n03759954/sketch_26.JPEG,315
n10565667,n10565667/sketch_13.JPEG,492
n02443114,n02443114/sketch_22.JPEG,208
n01751748,n01751748/sketch_1.JPEG,40
n01616318,n01616318/sketch_40.JPEG,18
n03759954,n03759954/sketch_22.JPEG,315
n04125021,n04125021/sketch_33.JPEG,367
n02699494,n02699494/sketch_48.JPEG,227
n01698640,n01698640/sketch_16.JPEG,29
n02364673,n02364673/sketch_46.JPEG,191
n02708093,n02708093/sketch_12.JPEG,229
n04252225,n04252225/sketch_30.JPEG,386
n07875152,n07875152/sketch_16.JPEG,483
n09288635,n09288635/sketch_11.JPEG,488
n01704323,n01704323/sketch_40.JPEG,30
n01514668,n01514668/sketch_29.JPEG,4
n02128385,n02128385/sketch_27.JPEG,170
n02389026,n02389026/sketch_15.JPEG,192
n02108422,n02108422/sketch_16.JPEG,144
n04465501,n04465501/sketch_19.JPEG,424
n03444034,n03444034/sketch_26.JPEG,287
n02443114,n02443114/sketch_41.JPEG,208
n07715103,n07715103/sketch_45.JPEG,468
n02094258,n02094258/sketch_10.JPEG,108
n03447721,n03447721/sketch_46.JPEG,290
